hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
7000,2023-10-19 15:00:00,2023-10-19,10,Thursday,4,15,67,78.84,33.28524051890149,33.28524051890149,210867.21567397975,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7001,2023-10-19 16:00:00,2023-10-19,10,Thursday,4,16,67,80.592,34.02491253043264,34.02491253043264,210901.2405865102,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7002,2023-10-19 17:00:00,2023-10-19,10,Thursday,4,17,67,87.6,36.98360057655721,36.98360057655721,210938.22418708674,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7003,2023-10-19 18:00:00,2023-10-19,10,Thursday,4,18,67,87.6,36.98360057655721,36.98360057655721,210975.2077876633,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7004,2023-10-19 19:00:00,2023-10-19,10,Thursday,4,19,67,87.6,36.98360057655721,36.98360057655721,211012.19138823985,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7005,2023-10-19 20:00:00,2023-10-19,10,Thursday,4,20,67,84.972,35.8740925592605,35.8740925592605,211048.06548079912,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7006,2023-10-19 21:00:00,2023-10-19,10,Thursday,4,21,67,81.468,34.394748536198215,34.394748536198215,211082.46022933532,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7007,2023-10-19 22:00:00,2023-10-19,10,Thursday,4,22,67,72.708,30.696388478542488,30.696388478542488,211113.15661781386,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7008,2023-10-19 23:00:00,2023-10-19,10,Thursday,4,23,67,72.708,30.696388478542488,30.696388478542488,211143.8530062924,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7009,2023-10-20 00:00:00,2023-10-20,10,Friday,5,0,68,68.328,28.84720844971463,28.84720844971463,211172.7002147421,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7010,2023-10-20 01:00:00,2023-10-20,10,Friday,5,1,68,69.1821,29.207798555336062,29.207798555336062,211201.90801329745,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7011,2023-10-20 02:00:00,2023-10-20,10,Friday,5,2,68,70.0362,29.568388660957492,29.568388660957492,211231.4764019584,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7012,2023-10-20 03:00:00,2023-10-20,10,Friday,5,3,68,71.7444,30.289568872200356,30.289568872200356,211261.7659708306,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7013,2023-10-20 04:00:00,2023-10-20,10,Friday,5,4,68,73.4526,31.010749083443226,31.010749083443226,211292.77671991405,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7014,2023-10-20 05:00:00,2023-10-20,10,Friday,5,5,68,73.4526,31.010749083443226,31.010749083443226,211323.7874689975,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7015,2023-10-20 06:00:00,2023-10-20,10,Friday,5,6,68,76.0149,32.09251940030752,32.09251940030752,211355.87998839782,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7016,2023-10-20 07:00:00,2023-10-20,10,Friday,5,7,68,76.869,32.45310950592895,32.45310950592895,211388.33309790376,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7017,2023-10-20 08:00:00,2023-10-20,10,Friday,5,8,68,78.5772,33.174289717171824,33.174289717171824,211421.50738762092,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7018,2023-10-20 09:00:00,2023-10-20,10,Friday,5,9,68,80.2854,33.895469928414684,33.895469928414684,211455.40285754934,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7019,2023-10-20 10:00:00,2023-10-20,10,Friday,5,10,68,81.9936,34.61665013965755,34.61665013965755,211490.019507689,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7020,2023-10-20 11:00:00,2023-10-20,10,Friday,5,11,68,81.1395,34.25606003403612,34.25606003403612,211524.27556772303,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7021,2023-10-20 12:00:00,2023-10-20,10,Friday,5,12,68,80.2854,33.895469928414684,33.895469928414684,211558.17103765145,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7022,2023-10-20 13:00:00,2023-10-20,10,Friday,5,13,68,78.5772,33.174289717171824,33.174289717171824,211591.34532736862,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7023,2023-10-20 14:00:00,2023-10-20,10,Friday,5,14,68,76.869,32.45310950592895,32.45310950592895,211623.79843687455,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7024,2023-10-20 15:00:00,2023-10-20,10,Friday,5,15,68,76.869,32.45310950592895,32.45310950592895,211656.2515463805,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7025,2023-10-20 16:00:00,2023-10-20,10,Friday,5,16,68,78.5772,33.174289717171824,33.174289717171824,211689.42583609765,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7026,2023-10-20 17:00:00,2023-10-20,10,Friday,5,17,68,85.41,36.059010562143285,36.059010562143285,211725.4848466598,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7027,2023-10-20 18:00:00,2023-10-20,10,Friday,5,18,68,85.41,36.059010562143285,36.059010562143285,211761.54385722193,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7028,2023-10-20 19:00:00,2023-10-20,10,Friday,5,19,68,85.41,36.059010562143285,36.059010562143285,211797.60286778407,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7029,2023-10-20 20:00:00,2023-10-20,10,Friday,5,20,68,82.8477,34.977240245278985,34.977240245278985,211832.58010802933,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7030,2023-10-20 21:00:00,2023-10-20,10,Friday,5,21,68,79.4313,33.53487982279325,33.53487982279325,211866.1149878521,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7031,2023-10-20 22:00:00,2023-10-20,10,Friday,5,22,68,70.8903,29.928978766578922,29.928978766578922,211896.0439666187,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7032,2023-10-20 23:00:00,2023-10-20,10,Friday,5,23,68,70.8903,29.928978766578922,29.928978766578922,211925.97294538526,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7033,2023-10-21 00:00:00,2023-10-21,10,Saturday,6,0,69,47.0545152,19.86581501689886,19.86581501689886,211945.83876040217,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7034,2023-10-21 01:00:00,2023-10-21,10,Saturday,6,1,69,47.64269664,20.114137704610098,20.114137704610098,211965.95289810677,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7035,2023-10-21 02:00:00,2023-10-21,10,Saturday,6,2,69,48.23087807999999,20.362460392321328,20.362460392321328,211986.3153584991,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7036,2023-10-21 03:00:00,2023-10-21,10,Saturday,6,3,69,49.407240959999996,20.859105767743802,20.859105767743802,212007.17446426683,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7037,2023-10-21 04:00:00,2023-10-21,10,Saturday,6,4,69,50.583603839999995,21.355751143166273,21.355751143166273,212028.53021541,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7038,2023-10-21 05:00:00,2023-10-21,10,Saturday,6,5,69,50.583603839999995,21.355751143166273,21.355751143166273,212049.88596655315,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7039,2023-10-21 06:00:00,2023-10-21,10,Saturday,6,6,69,52.34814816,22.10071920629998,22.10071920629998,212071.98668575945,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7040,2023-10-21 07:00:00,2023-10-21,10,Saturday,6,7,69,52.9363296,22.34904189401122,22.34904189401122,212094.33572765347,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7041,2023-10-21 08:00:00,2023-10-21,10,Saturday,6,8,69,54.11269247999999,22.845687269433686,22.845687269433686,212117.1814149229,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7042,2023-10-21 09:00:00,2023-10-21,10,Saturday,6,9,69,55.289055359999985,23.342332644856153,23.342332644856153,212140.52374756776,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7043,2023-10-21 10:00:00,2023-10-21,10,Saturday,6,10,69,56.46541823999999,23.838978020278628,23.838978020278628,212164.36272558803,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7044,2023-10-21 11:00:00,2023-10-21,10,Saturday,6,11,69,55.87723679999999,23.590655332567394,23.590655332567394,212187.9533809206,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7045,2023-10-21 12:00:00,2023-10-21,10,Saturday,6,12,69,55.289055359999985,23.342332644856153,23.342332644856153,212211.29571356546,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7046,2023-10-21 13:00:00,2023-10-21,10,Saturday,6,13,69,54.11269247999999,22.845687269433686,22.845687269433686,212234.1414008349,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7047,2023-10-21 14:00:00,2023-10-21,10,Saturday,6,14,69,52.9363296,22.34904189401122,22.34904189401122,212256.49044272891,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7048,2023-10-21 15:00:00,2023-10-21,10,Saturday,6,15,69,52.9363296,22.34904189401122,22.34904189401122,212278.83948462293,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7049,2023-10-21 16:00:00,2023-10-21,10,Saturday,6,16,69,54.11269247999999,22.845687269433686,22.845687269433686,212301.68517189237,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7050,2023-10-21 17:00:00,2023-10-21,10,Saturday,6,17,69,58.818144,24.832268771123573,24.832268771123573,212326.5174406635,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7051,2023-10-21 18:00:00,2023-10-21,10,Saturday,6,18,69,58.818144,24.832268771123573,24.832268771123573,212351.34970943464,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7052,2023-10-21 19:00:00,2023-10-21,10,Saturday,6,19,69,58.818144,24.832268771123573,24.832268771123573,212376.18197820577,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7053,2023-10-21 20:00:00,2023-10-21,10,Saturday,6,20,69,57.05359968,24.087300707989865,24.087300707989865,212400.26927891377,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7054,2023-10-21 21:00:00,2023-10-21,10,Saturday,6,21,69,54.70087391999999,23.09400995714492,23.09400995714492,212423.3632888709,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7055,2023-10-21 22:00:00,2023-10-21,10,Saturday,6,22,69,48.819059519999996,20.610783080032565,20.610783080032565,212443.97407195094,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7056,2023-10-21 23:00:00,2023-10-21,10,Saturday,6,23,69,48.819059519999996,20.610783080032565,20.610783080032565,212464.584855031,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7057,2023-10-22 00:00:00,2023-10-22,10,Sunday,7,0,70,45.574425600000005,19.240940101557353,19.240940101557353,212483.82579513255,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7058,2023-10-22 01:00:00,2023-10-22,10,Sunday,7,1,70,46.14410592,19.481451852826815,19.481451852826815,212503.30724698538,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7059,2023-10-22 02:00:00,2023-10-22,10,Sunday,7,2,70,46.71378624,19.72196360409628,19.72196360409628,212523.02921058948,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7060,2023-10-22 03:00:00,2023-10-22,10,Sunday,7,3,70,47.853146880000004,20.20298710663522,20.20298710663522,212543.2321976961,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7061,2023-10-22 04:00:00,2023-10-22,10,Sunday,7,4,70,48.99250752000001,20.684010609174155,20.684010609174155,212563.91620830528,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
7062,2023-10-22 05:00:00,2023-10-22,10,Sunday,7,5,70,48.99250752000001,20.684010609174155,20.684010609174155,212584.60021891445,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
